Series ID,Year,Period,Label,Value
JTS000000000000000HIR,2000,M12,2000 Dec,4.1
JTS000000000000000HIR,2001,M01,2001 Jan,4.3
JTS000000000000000HIR,2001,M02,2001 Feb,4.0
JTS000000000000000HIR,2001,M03,2001 Mar,4.2
JTS000000000000000HIR,2001,M04,2001 Apr,3.9
JTS000000000000000HIR,2001,M05,2001 May,4.1
JTS000000000000000HIR,2001,M06,2001 Jun,3.9
JTS000000000000000HIR,2001,M07,2001 Jul,4.0
JTS000000000000000HIR,2001,M08,2001 Aug,4.0
JTS000000000000000HIR,2001,M09,2001 Sep,3.8
JTS000000000000000HIR,2001,M10,2001 Oct,3.9
JTS000000000000000HIR,2001,M11,2001 Nov,3.7
JTS000000000000000HIR,2001,M12,2001 Dec,3.7
JTS000000000000000HIR,2002,M01,2002 Jan,3.7
JTS000000000000000HIR,2002,M02,2002 Feb,3.7
JTS000000000000000HIR,2002,M03,2002 Mar,3.6
JTS000000000000000HIR,2002,M04,2002 Apr,3.8
JTS000000000000000HIR,2002,M05,2002 May,3.7
JTS000000000000000HIR,2002,M06,2002 Jun,3.7
JTS000000000000000HIR,2002,M07,2002 Jul,3.8
JTS000000000000000HIR,2002,M08,2002 Aug,3.7
JTS000000000000000HIR,2002,M09,2002 Sep,3.7
JTS000000000000000HIR,2002,M10,2002 Oct,3.7
JTS000000000000000HIR,2002,M11,2002 Nov,3.7
JTS000000000000000HIR,2002,M12,2002 Dec,3.7
JTS000000000000000HIR,2003,M01,2003 Jan,3.9
JTS000000000000000HIR,2003,M02,2003 Feb,3.6
JTS000000000000000HIR,2003,M03,2003 Mar,3.4
JTS000000000000000HIR,2003,M04,2003 Apr,3.5
JTS000000000000000HIR,2003,M05,2003 May,3.6
JTS000000000000000HIR,2003,M06,2003 Jun,3.6
JTS000000000000000HIR,2003,M07,2003 Jul,3.6
JTS000000000000000HIR,2003,M08,2003 Aug,3.6
JTS000000000000000HIR,2003,M09,2003 Sep,3.7
JTS000000000000000HIR,2003,M10,2003 Oct,3.8
